Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison
Psmb8	62.18950873	-0.230344432	0.171526938	0.002142962	0.023151289	NLGF3.vs.WT3
Gm15772	46.53511493	-0.252984108	0.249298449	0.002147167	0.023182608	NLGF3.vs.WT3
Rab13	92.55066046	-0.209206398	0.097562612	0.002159459	0.023301151	NLGF3.vs.WT3
Pdrg1	402.0736492	-0.161010825	0.059924752	0.002166115	0.023358774	NLGF3.vs.WT3
Ly96	10.34056366	0.288595126	0.353761284	0.002169022	0.023375921	NLGF3.vs.WT3
C330021F23Rik	169.9445748	-0.312521344	0.443653226	0.002177892	0.023443049	NLGF3.vs.WT3
Tmem14c	586.2665494	-0.164814219	0.061939167	0.002177364	0.023443049	NLGF3.vs.WT3
Pus3	151.1167047	0.182360749	0.072182797	0.002180251	0.023454215	NLGF3.vs.WT3
Lrrn4	70.03842994	0.218353712	0.121866188	0.002182777	0.023467163	NLGF3.vs.WT3
Lnpep	3972.781931	0.172699309	0.06636044	0.002197516	0.023582248	NLGF3.vs.WT3
Prdm8	1519.890103	0.218127398	0.121701356	0.00219788	0.023582248	NLGF3.vs.WT3
Rnf139	515.5331072	0.16981103	0.064724815	0.002196877	0.023582248	NLGF3.vs.WT3
Stmn1	4806.826628	-0.219918068	0.129206391	0.002198795	0.023582248	NLGF3.vs.WT3
Gorasp2	2297.793686	0.148360474	0.053895866	0.002200218	0.02358326	NLGF3.vs.WT3
Commd2	271.2499112	0.172057684	0.066021067	0.002203891	0.023608367	NLGF3.vs.WT3
Tmem30a	7720.320848	0.204368302	0.091346501	0.002207158	0.023629107	NLGF3.vs.WT3
Gm3873	40.82994513	-0.304336057	0.412444668	0.002214071	0.023660298	NLGF3.vs.WT3
Igfbp5	6425.52188	0.189495474	0.077371671	0.002213842	0.023660298	NLGF3.vs.WT3
Rb1	962.981194	0.209771901	0.099451893	0.002212591	0.023660298	NLGF3.vs.WT3
Shroom2	2985.716376	0.144181815	0.052034982	0.002218907	0.023697714	NLGF3.vs.WT3
Serpine3	13.51277113	0.274529127	0.318049558	0.002222913	0.023722145	NLGF3.vs.WT3
Tasp1	928.3761647	-0.169915329	0.064896797	0.002223868	0.023722145	NLGF3.vs.WT3
Spire1	4785.100102	0.117829227	0.040946638	0.00223724	0.02385046	NLGF3.vs.WT3
Selenbp1	217.5657489	-0.195559135	0.082508793	0.002241925	0.023886051	NLGF3.vs.WT3
Map4k4	6122.524789	-0.188101899	0.076534619	0.002245645	0.023911341	NLGF3.vs.WT3
Cryl1	342.7488612	-0.177309344	0.069389354	0.002260472	0.024040368	NLGF3.vs.WT3
Lrrn1	2770.368647	0.18489775	0.07433131	0.002259986	0.024040368	NLGF3.vs.WT3
Cnep1r1	429.2048991	0.208387585	0.097999918	0.002268162	0.024093281	NLGF3.vs.WT3
LOC102633627	16.54132735	-0.24738381	0.240612737	0.002267281	0.024093281	NLGF3.vs.WT3
Gfm2	493.3658772	-0.144076575	0.052134976	0.002270656	0.024105355	NLGF3.vs.WT3
1110004E09Rik	431.5527082	-0.169226869	0.064727988	0.002275781	0.024145314	NLGF3.vs.WT3
Txnrd2	270.3299448	-0.172800104	0.066771812	0.002277585	0.02415002	NLGF3.vs.WT3
Pnma5	10.10776154	-0.27964878	0.339735173	0.002292874	0.024297616	NLGF3.vs.WT3
Pepd	684.7585525	-0.184573851	0.074308439	0.0022959	0.024315175	NLGF3.vs.WT3
Hist1h2bb	97.75630591	0.223436445	0.152159087	0.002300962	0.024354247	NLGF3.vs.WT3
Stmn3	8520.328	-0.188025932	0.076831492	0.00230324	0.024363834	NLGF3.vs.WT3
Gcsh	797.9702188	-0.173228638	0.06714345	0.002305262	0.024370701	NLGF3.vs.WT3
Rsbn1l	657.7689853	0.192878939	0.080685183	0.002307442	0.024379219	NLGF3.vs.WT3
Mipol1	97.65506035	-0.206066386	0.094972329	0.002310605	0.024385529	NLGF3.vs.WT3
Prr14	579.3638061	0.17072816	0.065720358	0.002310786	0.024385529	NLGF3.vs.WT3
Tmem230	298.0834105	0.205915446	0.094819185	0.002315637	0.024422197	NLGF3.vs.WT3
Fam210a	1504.842504	0.158204959	0.05903776	0.002317199	0.02442416	NLGF3.vs.WT3
Abcf3	1502.081341	-0.163334919	0.061739571	0.00233093	0.024554311	NLGF3.vs.WT3
Gipc3	70.22238357	0.224685444	0.160194783	0.002332774	0.024559153	NLGF3.vs.WT3
Psat1	2240.29745	-0.166577524	0.063515152	0.002338903	0.024609085	NLGF3.vs.WT3
Serp1	970.6895186	0.196911012	0.084679636	0.002356777	0.024782461	NLGF3.vs.WT3
Fam120c	3431.950246	0.133760831	0.04781094	0.002362894	0.024832071	NLGF3.vs.WT3
C130046K22Rik	132.4181026	-0.182458867	0.07324269	0.002367024	0.024860753	NLGF3.vs.WT3
Naca	2474.216169	-0.168932407	0.064949271	0.002371113	0.024874266	NLGF3.vs.WT3
Pqlc3	42.19616185	0.25431033	0.269854682	0.002369804	0.024874266	NLGF3.vs.WT3
Peak1os	40.69351582	0.219578352	0.138276862	0.002375742	0.0249081	NLGF3.vs.WT3
Atp9b	1884.860001	-0.12734839	0.045126904	0.002379654	0.024934386	NLGF3.vs.WT3
Gimap5	11.38017624	-0.255066728	0.273765002	0.002390563	0.025033918	NLGF3.vs.WT3
Rps24	3813.49713	0.18941638	0.078470546	0.002396278	0.025078971	NLGF3.vs.WT3
4931440F15Rik	53.03518705	-0.237510952	0.216818254	0.002403891	0.025143826	NLGF3.vs.WT3
A230056J06Rik	25.21510093	0.224032786	0.162803825	0.002414565	0.025240597	NLGF3.vs.WT3
Ilf2	1398.664729	-0.128071974	0.045520074	0.002420203	0.02526734	NLGF3.vs.WT3
Klf2	279.509555	0.219265742	0.139492055	0.002419161	0.02526734	NLGF3.vs.WT3
Xpo7	2856.789309	0.117462011	0.04116606	0.002421394	0.02526734	NLGF3.vs.WT3
Srek1ip1	323.4491557	0.178815234	0.071119363	0.002423851	0.025278117	NLGF3.vs.WT3
Mettl5	130.5196963	-0.197282524	0.085624147	0.00242629	0.025288691	NLGF3.vs.WT3
Gm31872	8.460097286	-0.270874063	0.326287648	0.002435588	0.025370709	NLGF3.vs.WT3
Csl	31.30831015	-0.288898208	0.387692768	0.002437841	0.025379175	NLGF3.vs.WT3
Ggps1	1291.01976	0.194214819	0.082801698	0.00243926	0.025379175	NLGF3.vs.WT3
Cpeb1	1347.701406	0.15725746	0.058984896	0.002445298	0.025427084	NLGF3.vs.WT3
Nr6a1	181.6688259	0.182507377	0.073734205	0.002454893	0.02551191	NLGF3.vs.WT3
Gm7936	15.67930426	-0.289921652	0.394639982	0.002456344	0.02551206	NLGF3.vs.WT3
Fam43b	768.3813263	0.19501151	0.083686237	0.00245927	0.025527505	NLGF3.vs.WT3
Cpox	1326.803685	-0.180295615	0.072269841	0.002461248	0.02553087	NLGF3.vs.WT3
Opa3	975.4614142	0.127929262	0.045552745	0.00246247	0.02553087	NLGF3.vs.WT3
Cnih1	938.2948522	0.194769338	0.083511654	0.002466063	0.025553192	NLGF3.vs.WT3
Gbp9	102.9985973	-0.222576089	0.159592201	0.00246923	0.025571084	NLGF3.vs.WT3
Foxk2	3713.905534	0.118343949	0.04162735	0.002476506	0.025631477	NLGF3.vs.WT3
Dhodh	437.5944273	-0.167154382	0.0643699	0.002478707	0.02563931	NLGF3.vs.WT3
Klc4	475.3783396	-0.189920717	0.079431717	0.002484644	0.025685746	NLGF3.vs.WT3
Asb18	40.77716625	0.216421517	0.129475804	0.002490968	0.025734438	NLGF3.vs.WT3
Dstn	2507.803313	0.196546412	0.085432473	0.002492253	0.025734438	NLGF3.vs.WT3
Phc3	2771.847755	0.11836488	0.041674961	0.002496907	0.025767499	NLGF3.vs.WT3
C1galt1	234.8076886	0.214276958	0.12042957	0.002509161	0.025848876	NLGF3.vs.WT3
LOC102635048	60.82175026	-0.296104093	0.449056065	0.002507067	0.025848876	NLGF3.vs.WT3
Wdr83os	569.3962426	0.19230038	0.08159605	0.002509042	0.025848876	NLGF3.vs.WT3
Dcaf11	1673.089642	-0.109646331	0.03824934	0.00252027	0.025948256	NLGF3.vs.WT3
Dcaf10	675.560527	0.14941589	0.055349493	0.002523469	0.025966131	NLGF3.vs.WT3
Tpgs2	1248.15405	0.164680788	0.063174211	0.002525945	0.025976548	NLGF3.vs.WT3
Lrrc8b	3914.891569	0.18632077	0.076910618	0.002534049	0.026014669	NLGF3.vs.WT3
Sod1	3257.125404	-0.146989639	0.054214646	0.002531663	0.026014669	NLGF3.vs.WT3
Trafd1	1271.40109	-0.168991762	0.065619434	0.002532836	0.026014669	NLGF3.vs.WT3
Zfp277	389.9428701	0.189184134	0.079155448	0.002535813	0.026017733	NLGF3.vs.WT3
Kcnj3	4748.741572	0.157985883	0.059704789	0.002552447	0.026173276	NLGF3.vs.WT3
Purb	19659.1767	0.19589088	0.085274739	0.00255402	0.026174285	NLGF3.vs.WT3
Mief2	431.8151186	-0.193112859	0.082718094	0.002566043	0.026282317	NLGF3.vs.WT3
Ikbkap	2205.987407	-0.14207925	0.052036424	0.002573928	0.026347877	NLGF3.vs.WT3
Fcor	59.33866585	-0.204881167	0.096876693	0.00257841	0.026355978	NLGF3.vs.WT3
Pten	6342.31286	0.183990794	0.075433957	0.002579174	0.026355978	NLGF3.vs.WT3
Ssna1	510.634301	-0.164966197	0.063512159	0.002576313	0.026355978	NLGF3.vs.WT3
Frmpd4	4367.74897	0.124140213	0.044217606	0.00258369	0.026386936	NLGF3.vs.WT3
Ctnnbl1	689.2870145	-0.169284373	0.06600503	0.00258891	0.026425043	NLGF3.vs.WT3
Dcaf12l1	1521.496107	0.174796535	0.069340552	0.002593975	0.026446327	NLGF3.vs.WT3
Kcnmb4os2	82.95702669	0.215387447	0.130149577	0.002593869	0.026446327	NLGF3.vs.WT3
Ahr	358.0921329	0.188800838	0.07925333	0.002602472	0.02649792	NLGF3.vs.WT3
Nt5c	306.8911093	-0.188652805	0.079131857	0.002602245	0.02649792	NLGF3.vs.WT3
Rnf2	778.80151	0.188752257	0.07922019	0.002603514	0.02649792	NLGF3.vs.WT3
Spef1	230.5848631	-0.187845184	0.078548107	0.002613043	0.026579667	NLGF3.vs.WT3
Cdkl5	3416.626901	0.167962026	0.065358927	0.002619864	0.026618538	NLGF3.vs.WT3
Mrps18c	345.0452748	-0.192759789	0.082771138	0.002619378	0.026618538	NLGF3.vs.WT3
Gm12504	31.2391958	-0.25844628	0.303297891	0.002630314	0.026709424	NLGF3.vs.WT3
Cul3	3569.841286	0.179842305	0.072795994	0.002633199	0.026718767	NLGF3.vs.WT3
Txnrd1	1846.237032	-0.156041458	0.05896246	0.002634245	0.026718767	NLGF3.vs.WT3
Pcf11	1195.557398	0.166048524	0.064363238	0.002645134	0.026798805	NLGF3.vs.WT3
Sox9	1752.384449	0.194376797	0.084483519	0.002645155	0.026798805	NLGF3.vs.WT3
Ecm2	153.2868222	0.222113915	0.170557654	0.002660163	0.026920122	NLGF3.vs.WT3
Tgfb1	190.994332	0.186069927	0.077426509	0.002659949	0.026920122	NLGF3.vs.WT3
Psmb9	28.85142674	-0.233562794	0.219905608	0.002663947	0.026943055	NLGF3.vs.WT3
Btf3l4	877.9098079	-0.157943546	0.060050536	0.002668253	0.026952086	NLGF3.vs.WT3
Nrf1	490.1724158	-0.156342287	0.0592291	0.002670914	0.026952086	NLGF3.vs.WT3
Pcyt2	1445.925473	-0.191177817	0.081678293	0.00266786	0.026952086	NLGF3.vs.WT3
Scrn3	609.6873297	0.180684755	0.073551634	0.002670453	0.026952086	NLGF3.vs.WT3
Tigd3	63.09634309	-0.205519182	0.099465817	0.002674236	0.026970281	NLGF3.vs.WT3
Tmed9	1803.634011	-0.186557239	0.077910784	0.002678825	0.027001213	NLGF3.vs.WT3
Plcd4	400.0440052	-0.180790354	0.073687148	0.002683361	0.027031588	NLGF3.vs.WT3
Tcf4	16979.04473	0.13385563	0.048609016	0.002689752	0.027080603	NLGF3.vs.WT3
Mum1	965.154245	-0.179337211	0.072734722	0.002693152	0.027084103	NLGF3.vs.WT3
Sycp3	51.50717084	0.223826551	0.180974873	0.002691953	0.027084103	NLGF3.vs.WT3
Arhgap5	5860.153231	0.210881601	0.114755869	0.002708586	0.027219377	NLGF3.vs.WT3
Gde1	3652.655803	0.146839529	0.054627025	0.002711203	0.027219377	NLGF3.vs.WT3
Malat1	60924.96322	-0.19972818	0.090976773	0.002710757	0.027219377	NLGF3.vs.WT3
Wasf1	9632.450861	0.16597219	0.064575177	0.002716603	0.027258167	NLGF3.vs.WT3
Gm26629	18.58806437	-0.23825394	0.241171639	0.002719786	0.02727469	NLGF3.vs.WT3
Nceh1	3841.653359	0.139249776	0.051103152	0.002721567	0.027277145	NLGF3.vs.WT3
Kpnb1	6856.630844	-0.108561816	0.038161592	0.002725657	0.027302715	NLGF3.vs.WT3
Fkbp2	882.7461059	-0.196161492	0.086972322	0.002729724	0.027328035	NLGF3.vs.WT3
Laptm4b	1802.913961	0.181768703	0.07461918	0.002733162	0.02734703	NLGF3.vs.WT3
Bivm	611.0446659	0.157671625	0.060162577	0.002750222	0.027502217	NLGF3.vs.WT3
Arfgef1	4274.27065	0.16977041	0.066943367	0.00276025	0.027580674	NLGF3.vs.WT3
Zfp64	391.8452208	0.165794881	0.064631423	0.002761175	0.027580674	NLGF3.vs.WT3
Tomm22	1004.484148	-0.117781809	0.041931776	0.002765092	0.027604264	NLGF3.vs.WT3
Mocs2	859.6537566	-0.179749313	0.073373769	0.00276981	0.02761154	NLGF3.vs.WT3
Tgfb2	1571.806804	0.21559292	0.14259633	0.002770383	0.02761154	NLGF3.vs.WT3
Vegfb	1246.379519	0.177556407	0.07188639	0.002770487	0.02761154	NLGF3.vs.WT3
2010204K13Rik	206.9843499	0.2011071	0.093533458	0.002775274	0.027628218	NLGF3.vs.WT3
6530402F18Rik	934.1452384	0.189153134	0.080597578	0.002775119	0.027628218	NLGF3.vs.WT3
Hif1an	1426.746237	-0.157973477	0.060406174	0.002777887	0.027638731	NLGF3.vs.WT3
Ulk1	2875.286461	0.163959131	0.063680006	0.00278572	0.027701136	NLGF3.vs.WT3
Ell3	64.05334627	0.207185722	0.105437185	0.002794193	0.027769831	NLGF3.vs.WT3
LOC108168050	13.40081583	-0.282325045	0.439042154	0.002796475	0.02777696	NLGF3.vs.WT3
Pik3ca	2159.32256	0.157327585	0.060138047	0.002801452	0.027794532	NLGF3.vs.WT3
Slc10a3	36.86215566	0.21517093	0.14229196	0.002802942	0.027794532	NLGF3.vs.WT3
Tagap	67.01284029	-0.215260192	0.14265643	0.00280039	0.027794532	NLGF3.vs.WT3
Gnaq	10209.41461	0.130806172	0.047517942	0.002805413	0.027803504	NLGF3.vs.WT3
Picalm	3369.371343	0.177565844	0.072073769	0.002811604	0.027833781	NLGF3.vs.WT3
Taok1	12338.58032	0.170859062	0.067791069	0.002810923	0.027833781	NLGF3.vs.WT3
Fut10	350.0418757	-0.134095195	0.048999288	0.002819166	0.027893088	NLGF3.vs.WT3
Papss1	2351.716063	-0.168279467	0.06629194	0.002823268	0.027902567	NLGF3.vs.WT3
Ticam1	185.7357642	0.185550118	0.077911156	0.00282215	0.027902567	NLGF3.vs.WT3
Cnot8	1010.963731	-0.115286434	0.041020197	0.00282695	0.027923405	NLGF3.vs.WT3
Cnr1	7989.626466	0.185373425	0.077819026	0.002830853	0.027943774	NLGF3.vs.WT3
Hist1h2bg	149.9980645	0.217847862	0.160104744	0.002832161	0.027943774	NLGF3.vs.WT3
Ceacam2	20.54637935	0.231638098	0.2242722	0.002839996	0.028005512	NLGF3.vs.WT3
Reps2	7598.012757	0.178122956	0.072593231	0.002843957	0.028029004	NLGF3.vs.WT3
Eif4e2	1223.23964	-0.115507818	0.041176815	0.002866251	0.028233049	NLGF3.vs.WT3
Zkscan14	192.5618314	-0.176286589	0.071531942	0.002884207	0.028394166	NLGF3.vs.WT3
Phf8	1075.349909	-0.124286541	0.044892914	0.002899968	0.028533504	NLGF3.vs.WT3
Zfp212	411.6106328	-0.174750298	0.070612387	0.00290607	0.028577693	NLGF3.vs.WT3
Eif4a3	1230.302969	-0.170146965	0.067721059	0.002907726	0.028578154	NLGF3.vs.WT3
Epha10	860.37408	-0.195984848	0.088344038	0.002919985	0.028682749	NLGF3.vs.WT3
Gm40468	12.31969198	-0.225968966	0.206952462	0.002933116	0.0287958	NLGF3.vs.WT3
Aldh6a1	1204.24436	0.186038569	0.078918757	0.002935534	0.028803606	NLGF3.vs.WT3
Cd274	59.14090412	-0.230098067	0.224659212	0.00293795	0.028811392	NLGF3.vs.WT3
Pcdha2	102.3820534	-0.198004853	0.090994456	0.002940236	0.02881788	NLGF3.vs.WT3
B9d1	187.6481935	-0.186447367	0.079330351	0.002949264	0.0288199	NLGF3.vs.WT3
Gm14719	8.375700826	-0.271437753	0.387604718	0.002944301	0.0288199	NLGF3.vs.WT3
Prdm2	3302.861992	0.106552602	0.037701283	0.002942939	0.0288199	NLGF3.vs.WT3
Rpsa	7281.925937	-0.138308928	0.051200435	0.002951807	0.0288199	NLGF3.vs.WT3
Scai	2317.190136	0.199285504	0.09284386	0.002951617	0.0288199	NLGF3.vs.WT3
Tubb2a-ps2	48.96501166	-0.274879955	0.412569151	0.002947005	0.0288199	NLGF3.vs.WT3
Zfp146	925.8621032	-0.130467051	0.047664361	0.00294993	0.0288199	NLGF3.vs.WT3
Vps72	496.727643	-0.177362227	0.072614755	0.002968162	0.028963649	NLGF3.vs.WT3
Hist1h2be	246.3864363	0.20183318	0.097084803	0.002972346	0.028988539	NLGF3.vs.WT3
Ptpn9	1139.573138	0.117630033	0.042246105	0.002982918	0.029075665	NLGF3.vs.WT3
Cuedc2	1971.19295	-0.175056479	0.071134766	0.002985218	0.029077767	NLGF3.vs.WT3
Hsbp1l1	15.52437887	0.227851365	0.218592517	0.00298641	0.029077767	NLGF3.vs.WT3
Coq5	809.2490828	-0.155302847	0.05966299	0.003003047	0.02920617	NLGF3.vs.WT3
Eln	575.6917994	-0.237878422	0.259534823	0.003004877	0.02920617	NLGF3.vs.WT3
Kcnd3	3235.391053	0.172098332	0.069302912	0.003006179	0.02920617	NLGF3.vs.WT3
Las1l	787.8077739	-0.125206581	0.045479701	0.003003831	0.02920617	NLGF3.vs.WT3
Dopey1	1631.487549	0.134055067	0.049391095	0.003012434	0.029249593	NLGF3.vs.WT3
Emc1	4853.173427	-0.15626948	0.06020375	0.003013944	0.029249593	NLGF3.vs.WT3
Fam173b	111.978202	-0.197134441	0.090648237	0.003024005	0.029303486	NLGF3.vs.WT3
Gm28153	8.586271338	0.266222016	0.372620526	0.003022281	0.029303486	NLGF3.vs.WT3
Zbtb25	281.2470527	0.155540068	0.059848051	0.00302445	0.029303486	NLGF3.vs.WT3
Tpi1	12178.57039	-0.163010704	0.063958544	0.003033833	0.029378363	NLGF3.vs.WT3
Vezt	1617.811412	0.117669218	0.042366972	0.003045347	0.029473776	NLGF3.vs.WT3
LOC108169155	17.38886579	0.220165682	0.188480994	0.003062297	0.029621671	NLGF3.vs.WT3
Ptrh1	44.75606192	-0.208317684	0.117644877	0.003065863	0.029640016	NLGF3.vs.WT3
Chmp1b	478.9136643	0.165641508	0.065596687	0.003070664	0.029670272	NLGF3.vs.WT3
Taf1a	143.8769937	-0.180579166	0.075393644	0.003078596	0.029730726	NLGF3.vs.WT3
Ccnd3	522.6065383	0.20435812	0.104314114	0.003089829	0.029751971	NLGF3.vs.WT3
Cipc	2080.348712	0.125709819	0.045852958	0.003088631	0.029751971	NLGF3.vs.WT3
Gpr61	355.1156836	-0.161508749	0.063277455	0.003087242	0.029751971	NLGF3.vs.WT3
Nr2f1	1248.253451	0.186593668	0.080227174	0.003089338	0.029751971	NLGF3.vs.WT3
Nup214	1619.072018	0.126578921	0.046234227	0.003090853	0.029751971	NLGF3.vs.WT3
Psmd6	1137.596616	-0.145283225	0.054816719	0.003086877	0.029751971	NLGF3.vs.WT3
Lamp3	11.04571068	-0.270015182	0.421644542	0.003095511	0.029780659	NLGF3.vs.WT3
Ociad1	6175.809495	0.139922631	0.052275788	0.003097866	0.029787175	NLGF3.vs.WT3
Cep57	219.914544	0.18028997	0.075370506	0.003120434	0.029978199	NLGF3.vs.WT3
Xrcc6	340.4200626	-0.151996432	0.058269075	0.003122799	0.029978199	NLGF3.vs.WT3
Znrf2	517.6576922	0.165218716	0.06551591	0.003121593	0.029978199	NLGF3.vs.WT3
Hist4h4	196.8557946	0.205751588	0.109894944	0.003148717	0.030210664	NLGF3.vs.WT3
Aatf	345.7187269	-0.147322484	0.055991227	0.003157573	0.030279267	NLGF3.vs.WT3
Cdkn1b	962.0825068	0.14250108	0.053684058	0.003179361	0.030464471	NLGF3.vs.WT3
Nek4	558.4262254	-0.147920352	0.056344934	0.003180319	0.030464471	NLGF3.vs.WT3
Spry1	313.5862202	0.189049471	0.082981124	0.003183204	0.030475656	NLGF3.vs.WT3
Kidins220	12458.8328	-0.124096262	0.045349386	0.00319705	0.030591716	NLGF3.vs.WT3
6720489N17Rik	59.78838301	0.209680362	0.134416598	0.003218411	0.030747391	NLGF3.vs.WT3
Acot3	94.48609927	0.197571158	0.093097897	0.003218516	0.030747391	NLGF3.vs.WT3
Tap2	280.1985165	-0.200764974	0.098400783	0.003216551	0.030747391	NLGF3.vs.WT3
Tnfrsf13b	36.64865125	-0.207615033	0.12200839	0.003242526	0.030960109	NLGF3.vs.WT3
Hn1	1718.807653	-0.182919823	0.078005593	0.003249456	0.031009591	NLGF3.vs.WT3
Hdac11	4837.112196	-0.182091098	0.077381024	0.003256988	0.031031423	NLGF3.vs.WT3
Hras	2346.919357	-0.171227045	0.069666424	0.00325519	0.031031423	NLGF3.vs.WT3
Zmiz1	6343.588743	0.180254746	0.075956243	0.00325602	0.031031423	NLGF3.vs.WT3
Ptdss1	1638.835271	-0.124165259	0.045506483	0.003270078	0.031139419	NLGF3.vs.WT3
4933434E20Rik	903.1063759	0.13723279	0.051387464	0.003272442	0.031145225	NLGF3.vs.WT3
Rnase4	212.0852503	0.200326304	0.098572498	0.003291635	0.031311101	NLGF3.vs.WT3
Efemp1	195.3543459	0.209204362	0.137350198	0.003310273	0.031435092	NLGF3.vs.WT3
Mmd2	4344.293993	0.141307664	0.053401783	0.003311443	0.031435092	NLGF3.vs.WT3
Pkib	134.6543192	0.193607673	0.08868313	0.003311753	0.031435092	NLGF3.vs.WT3
Tnfsf12	71.79196002	0.2032926	0.105974466	0.003311496	0.031435092	NLGF3.vs.WT3
Chic1	1266.462412	0.192751968	0.087692936	0.003313533	0.03143517	NLGF3.vs.WT3
Gm36809	9.939266917	0.233725527	0.265360234	0.003319582	0.031464323	NLGF3.vs.WT3
Mdn1	2673.155567	-0.134909311	0.050404463	0.003320151	0.031464323	NLGF3.vs.WT3
E430025E21Rik	1227.771862	0.133845773	0.049920809	0.003323202	0.031476437	NLGF3.vs.WT3
H1f0	2717.289548	-0.128925603	0.047703153	0.003327776	0.031502945	NLGF3.vs.WT3
Setbp1	2693.385024	0.151798317	0.058719992	0.003338536	0.031587958	NLGF3.vs.WT3
Adck4	456.9498352	-0.186614775	0.08165674	0.003345229	0.031607513	NLGF3.vs.WT3
Atp8a1	9897.272699	0.125392744	0.046170511	0.003344433	0.031607513	NLGF3.vs.WT3
Fam198b	98.54553332	0.207052094	0.124170441	0.003349506	0.031607513	NLGF3.vs.WT3
Ggnbp1	20.31528091	-0.214829225	0.178999129	0.00334602	0.031607513	NLGF3.vs.WT3
Mtmr1	1214.334268	0.145280272	0.055426073	0.003348851	0.031607513	NLGF3.vs.WT3
Lrrc73	849.4693843	0.179461453	0.075794406	0.003355293	0.031645297	NLGF3.vs.WT3
Kpna6	3886.430394	0.092276139	0.032675318	0.003359542	0.031668546	NLGF3.vs.WT3
Pgm2l1	16110.00176	0.174406606	0.072208409	0.003369628	0.031746761	NLGF3.vs.WT3
Fbxo8	356.5303854	0.180054436	0.076337656	0.003375935	0.031779787	NLGF3.vs.WT3
Gm31336	14.91878784	-0.218191627	0.199702716	0.003376714	0.031779787	NLGF3.vs.WT3
Ctf1	29.27701663	0.221594089	0.217002311	0.003383424	0.031826057	NLGF3.vs.WT3
Tspan12	534.5414258	-0.164940397	0.066206099	0.003389773	0.031868895	NLGF3.vs.WT3
Dscr3	687.7424447	-0.115234481	0.041899883	0.003392126	0.031872032	NLGF3.vs.WT3
Gm4285	75.19703193	0.189431463	0.084648384	0.003393698	0.031872032	NLGF3.vs.WT3
Chmp1a	2258.175599	-0.160995453	0.063934352	0.003405296	0.031964038	NLGF3.vs.WT3
Stxbp5l	7038.752219	0.176389536	0.073762287	0.003410711	0.03199795	NLGF3.vs.WT3
Ppp2r3a	1671.070291	0.167828971	0.068070772	0.003418821	0.032057095	NLGF3.vs.WT3
Als2	2260.179909	-0.163474045	0.065428658	0.003421534	0.032065593	NLGF3.vs.WT3
Psmd4	1973.070944	-0.158648703	0.062660939	0.003426468	0.032077955	NLGF3.vs.WT3
Pvalb	716.4206898	-0.194164281	0.090282827	0.00342596	0.032077955	NLGF3.vs.WT3
LOC102635661	17.82963568	-0.215660071	0.190429635	0.003441086	0.032197822	NLGF3.vs.WT3
Haus7	98.31624168	-0.193186702	0.089228945	0.003449127	0.032210302	NLGF3.vs.WT3
Ptpn4	3889.981173	0.204731081	0.115298953	0.003447475	0.032210302	NLGF3.vs.WT3
Rida	464.0611057	-0.200726008	0.101771107	0.003449678	0.032210302	NLGF3.vs.WT3
Tsen2	337.6862632	-0.141681219	0.053874957	0.003447743	0.032210302	NLGF3.vs.WT3
Cobll1	543.5538793	0.198397456	0.096993498	0.00345308	0.032225117	NLGF3.vs.WT3
Golph3	2088.158496	0.147100698	0.056584661	0.003456127	0.0322366	NLGF3.vs.WT3
Mafa	45.66970774	0.218709776	0.208176652	0.003463246	0.032286034	NLGF3.vs.WT3
Mvk	551.9038774	-0.18142886	0.077829214	0.003466644	0.032300748	NLGF3.vs.WT3
Vps16	1180.406968	-0.155839335	0.061244518	0.003479315	0.032401809	NLGF3.vs.WT3
Adam9	1601.052785	-0.13790398	0.052138705	0.003486625	0.032418233	NLGF3.vs.WT3
Ddx17	6417.730792	-0.119687656	0.043925706	0.003482962	0.032418233	NLGF3.vs.WT3
LOC101055758	8.704540767	-0.256433289	0.406258883	0.003486246	0.032418233	NLGF3.vs.WT3
Mpv17	758.9931789	0.141426483	0.053840732	0.003490211	0.032418233	NLGF3.vs.WT3
Rtn1	25657.80373	0.147073181	0.056647775	0.003489776	0.032418233	NLGF3.vs.WT3
Ppp2r2a	2116.486112	0.158111638	0.062547908	0.003495149	0.03244712	NLGF3.vs.WT3
Stxbp3-ps	7.946379747	-0.253836278	0.376958976	0.003497006	0.032447392	NLGF3.vs.WT3
Fchsd1	141.0560809	-0.195309461	0.092529528	0.003504626	0.032501099	NLGF3.vs.WT3
Gm33856	26.86911195	-0.207030654	0.134566356	0.003511574	0.032548529	NLGF3.vs.WT3
Atp6v1c1	5199.15836	-0.137550628	0.052024308	0.003513479	0.032549188	NLGF3.vs.WT3
Ctsf	1392.666889	-0.153088712	0.059860293	0.00352111	0.032602873	NLGF3.vs.WT3
Med19	481.1836508	0.178128968	0.075508867	0.003525247	0.03262409	NLGF3.vs.WT3
Mrpl46	336.6442095	-0.149024468	0.057734528	0.003527078	0.03262409	NLGF3.vs.WT3
Sertad2	921.1067504	0.158600158	0.062921338	0.003531073	0.032644033	NLGF3.vs.WT3
Birc2	669.5566691	-0.161351696	0.064518059	0.003536294	0.03267528	NLGF3.vs.WT3
Fkbpl	185.3146484	-0.192108435	0.088676723	0.003551516	0.032781806	NLGF3.vs.WT3
